,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
1170,King Salman Abdulaziz Airport - Dawadmi,2022-06-17,15:15,19:59,2022-06-17,Kushiro Airport - Kushiro,Gulf Air
1171,Shanghai Hongqiao International Airport - Shanghai (Minhang),2022-09-13,18:24,00:55,2022-09-13,Remada Air Base - Remada,Silk Air
1172,Gazipaşa-Alanya Airport - Gazipaşa,2022-06-24,07:04,11:17,2022-06-24,Santa Maria Airport - Vila do Porto,Aeroflot Russian Intl A/l
1173,Bedourie Airport - nan,2022-06-01,02:26,04:09,2022-06-01,Multan International Airport - Multan,Air Paradise International
1174,Qayyarah West Airport - Qayyarah,2022-07-07,08:36,13:44,2022-07-07,Inhambane Airport - Inhambane,China Airlines
1175,St Simons Island Airport - St Simons Island,2022-10-18,04:12,05:29,2022-10-18,Yulin Fumian Airport - Yùlín,Pel-Air Aviation
1176,Carcassonne Airport - Carcassonne/Salvaza,2022-05-08,18:46,19:18,2022-05-08,Zhalantun Genghis Khan Airport - Zhalantun,Fiji Airways
1177,Aktobe Airport - Aktobe,2022-10-07,14:01,15:32,2022-10-07,Conceição do Araguaia Airport - Conceição do Araguaia,Gemini Air Cargo
1178,Chengdu Shuangliu International Airport - Chengdu,2022-09-02,13:17,14:40,2022-09-02,Thompson Airport - Thompson,Royal Tongan Airlines
1179,Axum Airport - nan,2022-06-28,04:09,07:15,2022-06-28,Senador Nilo Coelho Airport - Petrolina,Scoot
1180,Bushehr Airport - Bushehr,2022-11-02,09:08,15:20,2022-11-02,Northwest Arkansas Regional Airport - Fayetteville/Springdale/Rogers,Union de Transports Aeriens
1181,Munda Airport - Munda,2022-06-12,02:52,09:06,2022-06-12,Da Nang International Airport - Da Nang,LATAM Airlines
1182,Jolo Airport - nan,2022-05-21,11:51,16:22,2022-05-21,Orán Airport - Orán,Fiji Airways
1183,"Lakselv Airport, Banak - Lakselv",2022-05-19,14:05,18:43,2022-05-19,Cam Ranh International Airport / Cam Ranh Air Base - Cam Ranh,Scoot Tigerair
1184,Eugenio Maria De Hostos Airport - Mayaguez,2022-10-07,22:56,23:24,2022-10-07,Fascene Airport - Nosy Be,Tasman Cargo Airlines
1185,Takapoto Airport - nan,2022-12-24,23:56,06:07,2022-12-24,Ciudad del Carmen International Airport - Ciudad del Carmen,Tigerair
1186,Elmendorf Air Force Base - Anchorage,2022-07-16,11:54,14:11,2022-07-16,Dauphin Barker Airport - Dauphin,KLM Royal Dutch Airlines
1187,General José Antonio Anzoategui International Airport - Barcelona,2022-06-05,20:41,23:21,2022-06-05,Boise Air Terminal/Gowen Field - Boise,Northwest Airlines
1188,EuroAirport Basel-Mulhouse-Freiburg Airport - Bâle/Mulhouse,2022-07-31,18:16,19:22,2022-07-31,Pune Airport / Lohagaon Air Force Station - Pune,Air Caledonie
1189,Hohn Air Base - nan,2022-10-10,09:03,15:25,2022-10-10,Ararat Airport - Ararat,Batik Air Indonesia
1190,Newark Liberty International Airport - New York,2022-07-05,01:54,07:48,2022-07-05,Lumberton Regional Airport - Lumberton,OzJet
1191,Lake Havasu City International Airport - Lake Havasu City,2022-06-23,17:14,21:20,2022-06-23,Ernesto Cortissoz International Airport - Barranquilla,Fiji Airways
1192,Kinmen Airport - Shang-I,2022-07-11,16:38,19:43,2022-07-11,Koksijde Air Base - Koksijde,SriLankan Airlines
1193,"Bergen Airport, Flesland - Bergen",2022-07-18,05:08,10:37,2022-07-18,Aghajari Airport - Aghajari,Airlines PNG
1194,Island Lake Airport - Island Lake,2022-09-29,12:22,16:43,2022-09-29,Verona-Villafranca Valerio Catullo Airport - Villafranca di Verona,Air India
1195,Prince Said Ibrahim International Airport - Moroni,2022-05-23,11:46,13:34,2022-05-23,Yeltsovka Airport - Novosibirsk,Fiji Airways
1196,Changjin Air Force Base - Changjin,2022-06-09,03:36,04:59,2022-06-09,Arba Minch Airport - nan,Tianjin Airlines
1197,Narathiwat Airport - nan,2022-06-05,03:27,06:40,2022-06-05,Malvinas Argentinas Airport - Ushuaia,LATAM Airlines
1198,"Yingkou Lanqi Airport - Laobian, Yingkou",2022-09-18,22:41,23:39,2022-09-18,Eskişehir Air Base - nan,Vietnam Airlines
1199,Hanimaadhoo Airport - Haa Dhaalu Atoll,2022-11-01,09:39,14:08,2022-11-01,Golden Triangle Regional Airport - Columbus/W Point/Starkville,Scoot
1200,Schwerin Parchim Airport - nan,2022-08-09,00:11,03:00,2022-08-09,Limon International Airport - Puerto Limon,Samoa Airways
1201,London Luton Airport - London,2022-12-27,09:29,12:55,2022-12-27,Sary-Arka Airport - Karaganda,Scoot Tigerair
1202,Marandúa Air Base - Marandúa,2022-10-29,03:32,05:22,2022-10-29,Xiamen Gaoqi International Airport - Xiamen,Gulf Air
1203,Don Miguel Hidalgo Y Costilla International Airport - Guadalajara,2022-09-17,12:19,14:16,2022-09-17,Mannheim-City Airport - Mannheim,Tianjin Airlines
1204,Izumo Enmusubi Airport - Izumo,2022-09-18,04:04,10:13,2022-09-18,Havre City County Airport - Havre,Pan American
1205,General Mitchell International Airport - Milwaukee,2022-12-05,20:29,02:38,2022-12-05,Dumatumbun Airport - Langgur-Seram Island,SkyExpress
1206,Kake Airport - Kake,2022-08-17,14:30,20:42,2022-08-17,Mueda Airport - Mueda,Batik Air Indonesia
1207,Gove Airport - Nhulunbuy,2022-09-30,21:35,22:36,2022-09-30,Koltsovo Airport - Yekaterinburg,Virgin Samoa
1208,Taplejung Airport - Taplejung,2022-05-18,21:20,03:07,2022-05-18,Jim Hamilton L.B. Owens Airport - Columbia,Qatar Airways
1209,Juan Mendoza Airport - Oruro,2022-10-05,06:29,08:09,2022-10-05,Niamtougou International Airport - Niamtougou,Xiamen Airlines
1210,Nueva Hesperides International Airport - Salto,2022-10-05,20:43,23:09,2022-10-05,Annette Island Airport - Metlakatla,Air India
1211,Toussaint Louverture International Airport - Port-au-Prince,2022-08-07,15:13,19:19,2022-08-07,Taraz Airport - Taraz,Gulf Air
1212,Mussanah Airport - Al Masna'ah,2022-05-05,19:00,20:02,2022-05-05,McComb-Pike County Airport / John E Lewis Field - McComb,Aerolineas Argentinas
1213,Springfield Branson National Airport - Springfield,2022-06-11,05:32,09:36,2022-06-11,Edwards Air Force Base - Edwards,Tiger Airways
1214,Enontekio Airport - Enontekio,2022-05-18,15:25,16:57,2022-05-18,Riyan Mukalla International Airport - Riyan,Lan Chile
1215,Forestville Airport - Forestville,2022-11-21,17:37,23:16,2022-11-21,"Yaerbashi Test Range - Yizhou, Hami",Nauru Airlines
1216,Gallatin Field - Bozeman,2022-05-30,20:07,01:06,2022-05-30,Kenema Airport - Kenema,South African Airways
1217,Lhasa Gonggar Airport - Lhasa,2022-07-09,16:24,18:51,2022-07-09,Maestro Marinho Franco Airport - Rondonópolis,Donghai Airlines
1218,Texada Gillies Bay Airport - Texada,2022-08-12,08:07,10:38,2022-08-12,Hana Airport - Hana,Virgin Samoa
1219,Essaouira-Mogador Airport - Essaouira,2022-07-05,07:04,13:12,2022-07-05,Bălți International Airport - Bălți,EgyptAir
1220,Yanliang Air Base - nan,2022-11-20,13:37,19:08,2022-11-20,Nursultan Nazarbayev International Airport - Nur-Sultan,Philippine Airlines
1221,Ben Gurion International Airport - Tel Aviv,2022-06-12,06:49,08:24,2022-06-12,Hohhot Bikeqi Air Base - Hohhot,Virgin Australia
1222,Bezymyanka Airfield - Samara,2022-05-28,04:36,05:06,2022-05-28,Kigali International Airport - Kigali,Air Zimbabwe
1223,Carriel Sur Airport - Concepcion,2022-06-04,12:43,14:18,2022-06-04,Alfonso Bonilla Aragon International Airport - Cali,Ansett International
1224,Kaili Airport - Huangping,2022-09-18,22:40,00:36,2022-09-18,Las Vegas Municipal Airport - Las Vegas,Swissair
1225,Vostok Skiway - Vostok Station,2022-08-18,18:40,21:23,2022-08-18,San Angelo Regional Mathis Field - San Angelo,SkyExpress
1226,Placencia Airport - Placencia,2022-07-25,19:22,01:48,2022-07-25,Sainte Marie Airport - Vohilava,Citilink Indonesia
1227,Tampere-Pirkkala Airport - Tampere / Pirkkala,2022-10-17,04:08,06:36,2022-10-17,Hermanos Serdán International Airport - Puebla,SriLankan Airlines
1228,Boone County Airport - Harrison,2022-07-28,19:33,00:09,2022-07-28,Blackwater Airport - nan,Jin Air
1229,North Caicos Airport - North Caicos,2022-09-26,12:39,14:35,2022-09-26,"Chengdu Tianfu International Airport - Jianyang, Chengdu",Indonesia AirAsia Extra
1230,Bulgan Airport - Bulgan,2022-08-02,13:43,17:59,2022-08-02,Ramstein Air Base - Ramstein,Silk Air
1231,Bolshiye Shiraki Air Base - Bolshiye Shiraki,2022-11-15,21:14,01:41,2022-11-15,Captain Rogelio Castillo National Airport - Celaya,Yugoslav Airlines
1232,Vanguardia Airport - Villavicencio,2022-11-12,22:37,04:07,2022-11-12,Major Brigadeiro Trompowsky Airport - Varginha,Donghai Airlines
1233,JGSDF Kisarazu Airfield - Kisarazu,2022-09-08,01:31,03:45,2022-09-08,Major Brigadeiro Trompowsky Airport - Varginha,Airnorth
1234,Oxford (Kidlington) Airport - Kidlington,2022-06-09,19:51,01:26,2022-06-09,Warri Airport - Warri,Norfolk Jet Express
1235,Graz Airport - Graz (Feldkirchen bei Graz),2022-06-04,16:41,17:37,2022-06-04,Libourne-Artigues-de-Lussac Airport - Libourne/Artigues-de-Lussac,Continental Airlines
1236,Kolwezi Airport - nan,2022-07-18,22:31,00:44,2022-07-18,Terán Air Base - Tuxtla Gutiérrez,Norfolk Jet Express
1237,Tanna Airport - nan,2022-07-21,12:48,17:39,2022-07-21,Norman Manley International Airport - Kingston,Mandarin Airlines
1238,Poznań-Ławica Airport - Poznań,2022-06-27,10:28,16:47,2022-06-27,Columbus Air Force Base - Columbus,Air France
1239,Farkhor Air Base - Parkhar,2022-05-28,18:46,23:14,2022-05-28,Kamphaeng Saen Airport - Nakhon Pathom,Martinair Holland
1240,Mehamn Airport - Mehamn,2022-09-15,08:17,13:53,2022-09-15,Palonegro Airport - Bucaramanga,Jin Air
1241,Juan Simons Vela Airport - Rioja,2022-06-09,14:20,16:13,2022-06-09,Laikipia Air Base - Nanyuki,Air Mauritius
1242,Robert Gabriel Mugabe International Airport - Harare,2022-12-20,18:14,22:04,2022-12-20,Hengchun Airport - Hengchung,Delta Air Lines
1243,Jim's Private Airport - Conyers,2022-12-16,01:05,01:53,2022-12-16,Robin Hood Doncaster Sheffield Airport - Doncaster,AOM French Airlines
1244,Rockhampton Airport - Rockhampton,2022-06-28,01:03,04:14,2022-06-28,Benalla Airport - nan,Swissair
1245,Kaukura Airport - Raitahiti,2022-08-18,18:44,21:20,2022-08-18,Goma International Airport - Goma,Silk Air
1246,Taganrog Yuzhny Airport - Taganrog,2022-08-02,21:08,01:23,2022-08-02,Willow Run Airport - Detroit,Air Paradise International
1247,Maribor Airport - nan,2022-12-29,10:14,10:45,2022-12-29,Kyzyl Airport - Kyzyl,Jetstar Asia
1248,Ramón Villeda Morales International Airport - San Pedro Sula,2022-12-03,09:24,15:37,2022-12-03,Sormovo Airfield - Nizhniy Novgorod,Australian Airlines
1249,Naha Airport / JASDF Naha Air Base - Naha,2022-08-26,01:13,02:37,2022-08-26,Kirksville Regional Airport - Kirksville,Lan Chile
1250,Ashgabat International Airport - Ashgabat,2022-10-30,07:19,12:21,2022-10-30,Kuching International Airport - Kuching,Air India
1251,Bellary Airport - Bellary,2022-10-09,07:03,12:12,2022-10-09,Caravelas Airport - Caravelas,Scoot
1252,Mount Hagen Kagamuga Airport - Mount Hagen,2022-12-22,13:42,17:54,2022-12-22,Aérodrome de Cahors-Lalbenque - Cahors/Lalbenque,Valuair
1253,Gambell Airport - Gambell,2022-08-19,22:59,00:18,2022-08-19,Vava'u International Airport - Vava'u Island,Batik Air Indonesia
1254,Shache Yeerqiang Airport - Shache,2022-09-30,01:47,05:08,2022-09-30,Nuiqsut Airport - Nuiqsut,Air France
1255,Columbia Metropolitan Airport - Columbia,2022-08-11,10:46,11:49,2022-08-11,Aérodrome de Vesoul-Frotey - Vesoul/Frotey,British Airways
1256,"Kristiansund Airport, Kvernberget - Kvernberget",2022-07-08,23:47,05:29,2022-07-08,Norman Manley International Airport - Kingston,Northwest Airlines
1257,Smith Reynolds Airport - Winston Salem,2022-07-24,19:20,19:54,2022-07-24,Texada Gillies Bay Airport - Texada,Ansett International
1258,Dortmund Airport - Dortmund,2022-11-15,15:12,19:23,2022-11-15,Captain Fuentes Martinez Airport - Porvenir,Lan Chile
1259,Eareckson Air Station - Shemya,2022-05-08,08:54,10:35,2022-05-08,Ingolstadt Manching Airport - Manching,Virgin Samoa
1260,Touggourt Sidi Madhi Airport - Touggourt,2022-11-20,07:18,08:33,2022-11-20,Boulia Airport - nan,Air France
1261,Guyuan Liupanshan Airport - Guyuan,2022-06-18,12:38,17:27,2022-06-18,Chengdu Huaizhou Airport - Chengdu,Air France
1262,Sub Teniente Nestor Arias Airport - San Felipe,2022-06-06,18:19,22:35,2022-06-06,Arba Minch Airport - nan,Our Airline
1263,Matane Airport - Matane,2022-06-22,20:18,00:27,2022-06-22,St Lucie County International Airport - Fort Pierce,Flying Tiger Line
1264,Bryce Canyon Airport - Bryce Canyon,2022-05-14,13:28,17:40,2022-05-14,RAF Lakenheath - Lakenheath,Air Caledonie International
1265,Nampula Airport - Nampula,2022-12-05,17:23,18:16,2022-12-05,Tianshui Maijishan Airport - Tianshui,Samoa Airways
1266,Fuerteventura Airport - Fuerteventura Island,2022-05-03,23:58,04:09,2022-05-03,Dabolim Airport - Vasco da Gama,Royal Brunei Airlines
1267,Selfridge Air National Guard Base Airport - Mount Clemens,2022-12-28,13:17,15:30,2022-12-28,Palmarito Airport - Palmarito,Scoot Tigerair
1268,Baoji Air Base - Baoji,2022-08-16,15:21,19:04,2022-08-16,Yoron Airport - Yoron,Australian Airlines
1269,Coronel FAP Francisco Secada Vignetta International Airport - Iquitos,2022-09-04,10:27,11:52,2022-09-04,Gods Lake Narrows Airport - Gods Lake Narrows,Samoa Airways
1270,Warri Airport - Warri,2022-12-12,00:30,05:12,2022-12-12,Nanaimo Airport - Nanaimo,Xiamen Airlines
1271,Ronald Reagan Washington National Airport - Washington,2022-07-27,22:10,00:28,2022-07-27,Nevatim Air Base - Beersheba,Transair
1272,Vestmannaeyjar Airport - Vestmannaeyjar,2022-07-16,00:32,07:09,2022-07-16,Valley International Airport - Harlingen,Olympic Airways
1273,Arad International Airport - Arad,2022-12-22,08:06,11:53,2022-12-22,"Lakselv Airport, Banak - Lakselv",Austrian Airlines
1274,Shante Air Base - Meiktila,2022-10-06,08:08,10:18,2022-10-06,Billings Logan International Airport - Billings,Xiamen Airlines
1275,Tancos Airbase - Tancos,2022-08-30,23:15,01:43,2022-08-30,Ladysmith Airport - Ladysmith,SkyExpress
1276,Moenjodaro Airport - Moenjodaro,2022-05-13,23:20,01:35,2022-05-13,Calvi-Sainte-Catherine Airport - Calvi/Sainte-Catherine,Martinair Holland
1277,Oxford House Airport - Oxford House,2022-06-02,08:18,13:21,2022-06-02,Rio Galeão – Tom Jobim International Airport - Rio De Janeiro,American Airlines
1278,Gustavo Rojas Pinilla International Airport - San Andrés,2022-07-04,05:57,06:56,2022-07-04,Wilwal International Airport - Jijiga,Canadian Airlines Intl
1279,Stockholm-Bromma Airport - Stockholm,2022-07-07,00:55,02:08,2022-07-07,Akıncı Air Base - Ankara,Transair
1280,Longyou Air Base - nan,2022-10-13,22:29,02:19,2022-10-13,JAGS McCartney International Airport - Cockburn Town,Flight West Airlines
1281,Kahramanmaraş Airport - Kahramanmaraş,2022-05-11,06:22,12:17,2022-05-11,Nogales International Airport - Nogales,Garuda Indonesia
1282,Kimberley Airport - Kimberley,2022-07-24,08:44,09:51,2022-07-24,Narrandera Airport - Narrandera,Northwest Airlines
1283,Yellowstone Airport - West Yellowstone,2022-11-23,11:05,14:07,2022-11-23,Ningbo Zhuangqiao Air Base - Ningbo,National Jet Systems
1284,Grand Forks Air Force Base - Grand Forks,2022-07-28,22:50,02:22,2022-07-28,Moises Benzaquen Rengifo Airport - Yurimaguas,Vietnam Airlines
1285,Manapouri Airport - nan,2022-12-08,14:06,14:33,2022-12-08,Brunei International Airport - Bandar Seri Begawan,Tianjin Airlines
1286,Roland Garros Airport - St Denis,2022-08-28,13:36,19:38,2022-08-28,Cuernavaca - General Mariano Matamoros Airport - Temixco,Continental Airlines
1287,Greenville Spartanburg International Airport - Greer,2022-10-09,10:53,15:34,2022-10-09,Cardiff International Airport - Cardiff,Jin Air
1288,Enrique Adolfo Jimenez Airport - Colón,2022-09-27,10:41,13:55,2022-09-27,Toraja Airport - Toraja,Continental Airlines
1289,Flores Airport - Santa Cruz das Flores,2022-12-15,17:03,23:08,2022-12-15,Blue River Airport - Blue River,Hainan Airlines
1290,George F. L. Charles Airport - Castries,2022-07-10,10:35,14:25,2022-07-10,Birdsville Airport - nan,Martinair Holland
1291,Altai Airport - Altai,2022-11-30,23:51,01:25,2022-11-30,Scholes International At Galveston Airport - Galveston,SkyAirWorld
1292,Malmen Air Base - Linköping,2022-12-10,07:12,08:00,2022-12-10,Catarman National Airport - Catarman,Qatar Airways
1293,"Trondheim Airport, Værnes - Trondheim",2022-05-04,15:46,18:53,2022-05-04,Las Cruces International Airport - Las Cruces,United Airlines
1294,Mc Entire Joint National Guard Base - Eastover,2022-10-15,13:06,19:39,2022-10-15,Salgado Filho International Airport - Porto Alegre,Continental Airlines
1295,Rubem Berta Airport - Uruguaiana,2022-09-27,21:13,23:49,2022-09-27,H1 New Air Base - Anah,National Jet Systems
1296,Mc Connell Air Force Base - Wichita,2022-12-20,14:46,15:22,2022-12-20,Chiayi Airport - Chiayi City,AOM French Airlines
1297,Mbuji Mayi Airport - Mbuji Mayi,2022-05-24,18:05,23:24,2022-05-24,Korla Airport - Korla,Continental Airlines
1298,CFB Trenton - Trenton,2022-11-23,00:21,01:21,2022-11-23,Boulder City-Lake Mead International Airport - Boulder City,SkyExpress
1299,Campo de Marte Airport - São Paulo,2022-11-09,16:51,17:14,2022-11-09,Belgrade Nikola Tesla Airport - Belgrade,Korean Air
1300,Andizhan Airport - Andizhan,2022-10-04,01:34,03:50,2022-10-04,Paraparaumu Airport - nan,Olympic Airways
1301,Montréal / Saint-Hubert Airport - Montréal,2022-07-13,06:08,08:38,2022-07-13,Tyler Pounds Regional Airport - Tyler,Jetstar
1302,Kuito Airport - Kuito,2022-12-12,21:24,01:35,2022-12-12,Southeast Colorado Regional Airport - Lamar,Jin Air
1303,Northeast Wyoming Regional Airport - Gillette,2022-09-02,17:52,18:39,2022-09-02,Benguera Island Airport - Benguera Island,Thai AirAsia X
1304,Hector International Airport - Fargo,2022-08-27,12:22,16:00,2022-08-27,Momote Airport - Manus Island,KLM Royal Dutch Airlines
1305,Miley Memorial Field - Big Piney,2022-06-03,20:11,02:08,2022-06-03,Gelendzhik Airport - Gelendzhik,South African Airways
1306,Lifou Airport - Lifou,2022-11-29,14:10,17:01,2022-11-29,Palmyra Airport - Tadmur,Lan Chile
1307,Gabès Matmata International Airport - Gabès,2022-10-05,20:58,03:38,2022-10-05,Omboue Hospital Airport - Omboue,Union de Transports Aeriens
1308,Vero Beach Regional Airport - Vero Beach,2022-08-30,13:45,19:31,2022-08-30,Simferopol International Airport - Simferopol,Tigerair Australia
1309,John Glenn Columbus International Airport - Columbus,2022-06-03,19:15,21:32,2022-06-03,Gillam Airport - Gillam,Gemini Air Cargo
1310,Duluth International Airport - Duluth,2022-11-28,13:50,20:17,2022-11-28,Columbia Gorge Regional Airport - Dallesport / The Dalles,Our Airline
1311,Dibrugarh Airport - Dibrugarh,2022-08-12,13:47,17:25,2022-08-12,Licenciado Benito Juarez International Airport - Mexico City,Union de Transports Aeriens
1312,Kamloops Airport - Kamloops,2022-09-02,13:39,20:00,2022-09-02,Meridian Naval Air Station - Meridian,Our Airline
1313,Monte Caseros Airport - Monte Caseros,2022-11-01,22:23,23:12,2022-11-01,Jerez Airport - Jerez de la Frontera,Gulf Air
1314,Sitka Rocky Gutierrez Airport - Sitka,2022-07-01,06:18,08:29,2022-07-01,Campo Délio Jardim de Mattos Airport - Rio de Janeiro,Yugoslav Airlines
1315,Augusta State Airport - Augusta,2022-10-04,11:10,14:18,2022-10-04,Fort Wayne International Airport - Fort Wayne,Delta Air Lines
1316,West Wyalong Airport - West Wyalong,2022-11-09,22:35,02:08,2022-11-09,Gainesville Regional Airport - Gainesville,Malindo Air
1317,Mildura Airport - Mildura,2022-09-14,07:47,11:31,2022-09-14,Tampa International Airport - Tampa,Air Vanuatu
1318,Billund Airport - Billund,2022-07-02,00:57,04:14,2022-07-02,Santa Elena de Uairen Airport - nan,Virgin Samoa
