,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
11843,Taloyoak Airport - Taloyoak,2022-06-30,23:26,03:15,2022-06-30,Abbotsford International Airport - Abbotsford,Cebu Pacific Air
11844,Bonaventure Airport - Bonaventure,2022-06-27,18:19,21:56,2022-06-27,Downsview Airport - Toronto,Thai Airways International
11845,La Ronge Airport - La Ronge,2022-06-30,05:29,08:46,2022-06-30,Lynn Lake Airport - Lynn Lake,National Airlines
11846,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-29,08:08,11:49,2022-06-29,Abbotsford International Airport - Abbotsford,Connie Kalitta Services
11847,Timmins/Victor M. Power - Timmins,2022-06-15,02:02,05:49,2022-06-15,Whale Cove Airport - Whale Cove,Air Tahiti Nui
11848,Kapuskasing Airport - Kapuskasing,2022-06-17,13:08,19:47,2022-06-17,Armstrong Airport - Armstrong,National Airlines
11849,Fort Nelson Airport - Fort Nelson,2022-06-17,12:04,14:13,2022-06-17,Kapuskasing Airport - Kapuskasing,Polar Air Cargo
11850,St. John's International Airport - St. John's,2022-06-03,07:32,11:02,2022-06-03,St Leonard Airport - St Leonard,Polar Air Cargo
11851,Mont Joli Airport - Mont-Joli,2022-06-26,14:25,17:32,2022-06-26,Swift Current Airport - Swift Current,Cathay Pacific Airways
11852,Gore Bay Manitoulin Airport - Gore Bay,2022-06-08,06:29,13:02,2022-06-08,Abbotsford International Airport - Abbotsford,LATAM Airlines
11853,Lynn Lake Airport - Lynn Lake,2022-06-27,21:58,00:02,2022-06-27,Swift Current Airport - Swift Current,Flying Tiger Line
11854,Kapuskasing Airport - Kapuskasing,2022-06-29,13:50,14:52,2022-06-29,Abbotsford International Airport - Abbotsford,Vietnam Airlines
11855,St. John's International Airport - St. John's,2022-06-23,21:14,22:22,2022-06-23,Goose Bay Airport - Goose Bay,Kalitta Air
11856,Goose Bay Airport - Goose Bay,2022-06-28,19:40,20:27,2022-06-28,Fort Smith Airport - Fort Smith,Malindo Air
11857,North Bay Jack Garland Airport - North Bay,2022-06-24,09:33,10:22,2022-06-24,Fort Nelson Airport - Fort Nelson,Austrian Airlines
11858,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-07,06:11,09:41,2022-06-07,North Bay Jack Garland Airport - North Bay,Cathay Pacific Airways
11859,Swift Current Airport - Swift Current,2022-06-19,23:51,04:53,2022-06-19,Abbotsford International Airport - Abbotsford,Norfolk Jet Express
11860,Swift Current Airport - Swift Current,2022-06-30,22:30,01:45,2022-06-30,Victoria International Airport - Victoria,Lufthansa German Airlines
11861,Goose Bay Airport - Goose Bay,2022-06-05,22:53,04:44,2022-06-05,Swift Current Airport - Swift Current,Ansett Air Freight
11862,Lester B. Pearson International Airport - Toronto,2022-06-11,20:58,01:16,2022-06-11,Lynn Lake Airport - Lynn Lake,Virgin Atlantic Airways
11863,Armstrong Airport - Armstrong,2022-06-01,03:41,09:00,2022-06-01,Abbotsford International Airport - Abbotsford,Continental Micronesia
11864,Churchill Airport - Churchill,2022-06-06,13:43,18:47,2022-06-06,Northwest Regional Airport Terrace-Kitimat - Terrace,Flying Tiger Line
11865,Fort Nelson Airport - Fort Nelson,2022-06-16,14:12,16:45,2022-06-16,Armstrong Airport - Armstrong,Tianjin Airlines
11866,Taloyoak Airport - Taloyoak,2022-06-22,02:10,06:18,2022-06-22,North Bay Jack Garland Airport - North Bay,United Airlines
11867,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-15,04:49,10:32,2022-06-15,Lester B. Pearson International Airport - Toronto,Northwest Airlines
11868,Churchill Airport - Churchill,2022-06-21,15:11,20:16,2022-06-21,Beaver Creek Airport - Beaver Creek,Union de Transports Aeriens
11869,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-20,22:06,04:20,2022-06-20,Churchill Airport - Churchill,Ansett Air Freight
11870,Fort Smith Airport - Fort Smith,2022-06-18,06:54,09:19,2022-06-18,Taloyoak Airport - Taloyoak,Union de Transports Aeriens
11871,Lynn Lake Airport - Lynn Lake,2022-06-05,20:49,01:13,2022-06-05,Bonaventure Airport - Bonaventure,JALways
11872,Armstrong Airport - Armstrong,2022-06-27,05:57,09:53,2022-06-27,Victoria International Airport - Victoria,Cathay Pacific Airways
11873,Taloyoak Airport - Taloyoak,2022-06-20,16:20,20:11,2022-06-20,Timmins/Victor M. Power - Timmins,Donghai Airlines
11874,Mont Joli Airport - Mont-Joli,2022-06-25,07:53,09:22,2022-06-25,Medicine Hat Regional Airport - Medicine Hat,Ansett Air Freight
11875,St Leonard Airport - St Leonard,2022-06-23,09:33,12:31,2022-06-23,Mont Joli Airport - Mont-Joli,Japan Airlines
11876,Churchill Airport - Churchill,2022-06-24,14:28,18:46,2022-06-24,St Leonard Airport - St Leonard,Air Nauru
11877,La Ronge Airport - La Ronge,2022-06-15,21:33,22:35,2022-06-15,Fort St John Airport - Fort St.John,Vietnam Airlines
11878,St. John's International Airport - St. John's,2022-06-14,00:27,02:17,2022-06-14,Northwest Regional Airport Terrace-Kitimat - Terrace,Royal Tongan Airlines
11879,Swift Current Airport - Swift Current,2022-06-06,22:43,02:25,2022-06-06,Bonaventure Airport - Bonaventure,Cathay Pacific Airways
11880,Whale Cove Airport - Whale Cove,2022-06-29,12:39,19:08,2022-06-29,Downsview Airport - Toronto,Xiamen Airlines
11881,Goose Bay Airport - Goose Bay,2022-06-18,23:14,01:45,2022-06-18,St Leonard Airport - St Leonard,China Eastern Airlines
11882,Taloyoak Airport - Taloyoak,2022-06-30,05:02,07:36,2022-06-30,Abbotsford International Airport - Abbotsford,Australia Asia Airlines
11883,Armstrong Airport - Armstrong,2022-06-30,14:48,19:49,2022-06-30,Swift Current Airport - Swift Current,Delta Air Lines
11884,Armstrong Airport - Armstrong,2022-06-22,19:12,20:18,2022-06-22,Beaver Creek Airport - Beaver Creek,Pan American
11885,Victoria International Airport - Victoria,2022-06-30,09:59,14:56,2022-06-30,St Leonard Airport - St Leonard,Virgin Australia
11886,Taloyoak Airport - Taloyoak,2022-06-21,22:42,04:03,2022-06-21,Northwest Regional Airport Terrace-Kitimat - Terrace,SriLankan Airlines
11887,Mont Joli Airport - Mont-Joli,2022-06-25,00:00,05:31,2022-06-25,Churchill Airport - Churchill,Vietnam Airlines
11888,Lester B. Pearson International Airport - Toronto,2022-06-15,02:53,03:21,2022-06-15,Kapuskasing Airport - Kapuskasing,Air New Zealand
11889,Kapuskasing Airport - Kapuskasing,2022-06-04,06:24,07:35,2022-06-04,Churchill Airport - Churchill,Kiwi Travel Intl Airlines
11890,Goose Bay Airport - Goose Bay,2022-06-14,05:50,09:11,2022-06-14,Mont Joli Airport - Mont-Joli,Batik Air Indonesia
11891,Bonaventure Airport - Bonaventure,2022-06-28,17:39,18:22,2022-06-28,Whale Cove Airport - Whale Cove,KLM Royal Dutch Airlines
11892,Fort St John Airport - Fort St.John,2022-06-14,08:58,11:27,2022-06-14,Fort Smith Airport - Fort Smith,Air Chathams
11893,St. John's International Airport - St. John's,2022-06-22,03:27,05:05,2022-06-22,La Ronge Airport - La Ronge,Aerolineas Argentinas
11894,Taloyoak Airport - Taloyoak,2022-06-05,23:06,00:55,2022-06-05,Medicine Hat Regional Airport - Medicine Hat,Airlines PNG
11895,Whale Cove Airport - Whale Cove,2022-06-16,17:20,23:00,2022-06-16,Kapuskasing Airport - Kapuskasing,Air Caledonie
11896,St. John's International Airport - St. John's,2022-06-21,06:38,07:22,2022-06-21,Lester B. Pearson International Airport - Toronto,American Airlines
11897,Whale Cove Airport - Whale Cove,2022-06-01,18:16,21:33,2022-06-01,Lester B. Pearson International Airport - Toronto,Jetstar
11898,Beaver Creek Airport - Beaver Creek,2022-06-21,17:25,21:18,2022-06-21,Fort St John Airport - Fort St.John,Scoot
11899,Mont Joli Airport - Mont-Joli,2022-06-13,05:54,10:27,2022-06-13,London Airport - London,Royal Tongan Airlines
11900,Gore Bay Manitoulin Airport - Gore Bay,2022-06-27,22:42,03:11,2022-06-27,London Airport - London,Korean Air
11901,Bonaventure Airport - Bonaventure,2022-06-14,03:38,07:56,2022-06-14,Armstrong Airport - Armstrong,Thai Airways International
11902,Fort Nelson Airport - Fort Nelson,2022-06-17,06:25,11:08,2022-06-17,Victoria International Airport - Victoria,Air Canada
11903,Timmins/Victor M. Power - Timmins,2022-06-17,01:49,03:33,2022-06-17,Armstrong Airport - Armstrong,Delta Air Lines
11904,Bonaventure Airport - Bonaventure,2022-06-29,21:03,00:14,2022-06-29,Fort Smith Airport - Fort Smith,Air Niugini
11905,Fort Smith Airport - Fort Smith,2022-06-17,23:46,02:47,2022-06-17,Lynn Lake Airport - Lynn Lake,Air Niugini
11906,Victoria International Airport - Victoria,2022-06-04,09:42,14:49,2022-06-04,St. John's International Airport - St. John's,Batik Air Indonesia
11907,Armstrong Airport - Armstrong,2022-06-14,15:38,17:23,2022-06-14,Fort St John Airport - Fort St.John,Scoot
11908,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-27,18:04,19:10,2022-06-27,Victoria International Airport - Victoria,Delta Air Lines
11909,Lester B. Pearson International Airport - Toronto,2022-06-20,01:06,03:17,2022-06-20,Beaver Creek Airport - Beaver Creek,Kiwi Travel Intl Airlines
11910,Bonaventure Airport - Bonaventure,2022-06-28,14:44,19:01,2022-06-28,Timmins/Victor M. Power - Timmins,Norfolk Jet Express
11911,Gore Bay Manitoulin Airport - Gore Bay,2022-06-29,10:17,14:05,2022-06-29,Kapuskasing Airport - Kapuskasing,Japan Airlines
11912,Kapuskasing Airport - Kapuskasing,2022-06-10,14:18,20:33,2022-06-10,North Bay Jack Garland Airport - North Bay,Air India
11913,Victoria International Airport - Victoria,2022-06-17,00:27,05:30,2022-06-17,Mont Joli Airport - Mont-Joli,Yugoslav Airlines
11914,London Airport - London,2022-06-17,19:37,00:48,2022-06-17,North Bay Jack Garland Airport - North Bay,Merpati Nusantara Airlines
11915,Kapuskasing Airport - Kapuskasing,2022-06-28,04:29,05:05,2022-06-28,Fort Smith Airport - Fort Smith,Pel-Air Aviation
11916,Mont Joli Airport - Mont-Joli,2022-06-09,07:29,09:05,2022-06-09,Goose Bay Airport - Goose Bay,KLM Royal Dutch Airlines
11917,London Airport - London,2022-06-04,08:19,14:42,2022-06-04,Fort St John Airport - Fort St.John,Continental Airlines
11918,Armstrong Airport - Armstrong,2022-06-01,06:09,10:51,2022-06-01,Swift Current Airport - Swift Current,Qatar Airways
11919,Lynn Lake Airport - Lynn Lake,2022-06-17,13:54,19:47,2022-06-17,Timmins/Victor M. Power - Timmins,Beijing Capital Airlines
11920,Fort St John Airport - Fort St.John,2022-06-11,03:58,07:12,2022-06-11,Armstrong Airport - Armstrong,Malaysia Airlines
11921,Churchill Airport - Churchill,2022-06-20,00:22,03:58,2022-06-20,North Bay Jack Garland Airport - North Bay,Flying Tiger Line
11922,North Bay Jack Garland Airport - North Bay,2022-06-24,11:09,17:46,2022-06-24,Goose Bay Airport - Goose Bay,Kiwi Travel Intl Airlines
11923,Mont Joli Airport - Mont-Joli,2022-06-20,05:07,06:10,2022-06-20,Swift Current Airport - Swift Current,Beijing Capital Airlines
11924,Armstrong Airport - Armstrong,2022-06-24,20:33,01:42,2022-06-24,Fort Smith Airport - Fort Smith,Thai AirAsia X
11925,St. John's International Airport - St. John's,2022-06-02,16:11,22:24,2022-06-02,Northwest Regional Airport Terrace-Kitimat - Terrace,JALways
11926,Swift Current Airport - Swift Current,2022-06-06,06:57,07:33,2022-06-06,Gore Bay Manitoulin Airport - Gore Bay,Sempati Air
11927,Mont Joli Airport - Mont-Joli,2022-06-16,22:09,03:55,2022-06-16,Lynn Lake Airport - Lynn Lake,Austrian Airlines
11928,Timmins/Victor M. Power - Timmins,2022-06-22,17:59,00:00,2022-06-22,St Leonard Airport - St Leonard,AOM French Airlines
11929,North Bay Jack Garland Airport - North Bay,2022-06-25,21:23,02:54,2022-06-25,Fort St John Airport - Fort St.John,Qantas Airways
11930,Mont Joli Airport - Mont-Joli,2022-06-05,00:23,06:33,2022-06-05,Northwest Regional Airport Terrace-Kitimat - Terrace,Indonesia AirAsia Extra
11931,Fort St John Airport - Fort St.John,2022-06-01,03:15,09:06,2022-06-01,Gore Bay Manitoulin Airport - Gore Bay,V Australia
11932,Downsview Airport - Toronto,2022-06-01,17:38,17:58,2022-06-01,Beaver Creek Airport - Beaver Creek,Flying Tiger Line
11933,Bonaventure Airport - Bonaventure,2022-06-20,04:27,09:00,2022-06-20,Armstrong Airport - Armstrong,Garuda Indonesia
11934,Swift Current Airport - Swift Current,2022-06-25,15:46,22:22,2022-06-25,St Leonard Airport - St Leonard,Indonesia AirAsia Extra
11935,Goose Bay Airport - Goose Bay,2022-06-27,08:34,14:08,2022-06-27,Northwest Regional Airport Terrace-Kitimat - Terrace,Donghai Airlines
11936,St. John's International Airport - St. John's,2022-06-09,14:56,15:20,2022-06-09,Fort St John Airport - Fort St.John,Philippine Airlines
11937,Lester B. Pearson International Airport - Toronto,2022-06-01,03:23,05:36,2022-06-01,Lynn Lake Airport - Lynn Lake,Gemini Air Cargo
11938,London Airport - London,2022-06-18,05:13,11:47,2022-06-18,Medicine Hat Regional Airport - Medicine Hat,United Airlines
11939,London Airport - London,2022-06-19,16:20,17:42,2022-06-19,Churchill Airport - Churchill,Donghai Airlines
11940,Gore Bay Manitoulin Airport - Gore Bay,2022-06-25,22:00,23:15,2022-06-25,La Ronge Airport - La Ronge,Virgin Samoa
11941,Armstrong Airport - Armstrong,2022-06-09,16:58,23:13,2022-06-09,St. John's International Airport - St. John's,Tianjin Airlines
11942,Lynn Lake Airport - Lynn Lake,2022-06-05,11:48,17:12,2022-06-05,Whale Cove Airport - Whale Cove,Cathay Pacific Airways
11943,St Leonard Airport - St Leonard,2022-06-25,12:43,14:12,2022-06-25,Medicine Hat Regional Airport - Medicine Hat,MBA Pty Ltd
11944,Timmins/Victor M. Power - Timmins,2022-06-14,09:15,15:05,2022-06-14,Victoria International Airport - Victoria,Beijing Capital Airlines
11945,Medicine Hat Regional Airport - Medicine Hat,2022-06-24,12:52,16:21,2022-06-24,Lynn Lake Airport - Lynn Lake,Sichuan Airlines
11946,Lynn Lake Airport - Lynn Lake,2022-06-09,03:03,08:22,2022-06-09,Fort Nelson Airport - Fort Nelson,Virgin Samoa
11947,North Bay Jack Garland Airport - North Bay,2022-06-09,18:27,21:06,2022-06-09,Whale Cove Airport - Whale Cove,Air Vanuatu
11948,Mont Joli Airport - Mont-Joli,2022-06-11,03:23,06:37,2022-06-11,Kapuskasing Airport - Kapuskasing,Kiwi Travel Intl Airlines
11949,Beaver Creek Airport - Beaver Creek,2022-06-23,09:59,13:54,2022-06-23,Lester B. Pearson International Airport - Toronto,Singapore Airlines
11950,Abbotsford International Airport - Abbotsford,2022-06-04,02:08,07:12,2022-06-04,St. John's International Airport - St. John's,Air Niugini
11951,Swift Current Airport - Swift Current,2022-06-03,23:29,03:34,2022-06-03,Goose Bay Airport - Goose Bay,LAN Airlines
11952,Taloyoak Airport - Taloyoak,2022-06-30,13:55,19:37,2022-06-30,Gore Bay Manitoulin Airport - Gore Bay,Air Mauritius
11953,Whale Cove Airport - Whale Cove,2022-06-04,09:15,13:23,2022-06-04,Taloyoak Airport - Taloyoak,OzJet
11954,Fort Nelson Airport - Fort Nelson,2022-06-23,23:06,04:50,2022-06-23,Swift Current Airport - Swift Current,Royal Tongan Airlines
11955,Whale Cove Airport - Whale Cove,2022-06-18,22:52,01:50,2022-06-18,Lynn Lake Airport - Lynn Lake,Continental Micronesia
11956,Mont Joli Airport - Mont-Joli,2022-06-03,23:46,05:43,2022-06-03,London Airport - London,Union de Transports Aeriens
11957,Victoria International Airport - Victoria,2022-06-21,13:47,20:17,2022-06-21,Whale Cove Airport - Whale Cove,Sempati Air
11958,Lynn Lake Airport - Lynn Lake,2022-06-09,09:24,11:12,2022-06-09,Fort Nelson Airport - Fort Nelson,Malindo Air
11959,Timmins/Victor M. Power - Timmins,2022-06-27,03:07,08:16,2022-06-27,Gore Bay Manitoulin Airport - Gore Bay,South African Airways
11960,Lynn Lake Airport - Lynn Lake,2022-06-26,04:04,09:02,2022-06-26,Downsview Airport - Toronto,Aerolineas Argentinas
11961,Downsview Airport - Toronto,2022-06-11,22:32,03:13,2022-06-11,North Bay Jack Garland Airport - North Bay,Sichuan Airlines
11962,Armstrong Airport - Armstrong,2022-06-30,18:26,00:36,2022-06-30,Gore Bay Manitoulin Airport - Gore Bay,Solomon Airlines
11963,Gore Bay Manitoulin Airport - Gore Bay,2022-06-16,06:38,07:44,2022-06-16,London Airport - London,Air Canada
11964,Medicine Hat Regional Airport - Medicine Hat,2022-06-05,11:32,16:48,2022-06-05,Armstrong Airport - Armstrong,Lan Chile
11965,Kapuskasing Airport - Kapuskasing,2022-06-06,15:35,18:36,2022-06-06,Mont Joli Airport - Mont-Joli,Alitalia
11966,Fort Smith Airport - Fort Smith,2022-06-24,06:23,11:28,2022-06-24,Swift Current Airport - Swift Current,Gulf Air
11967,Gore Bay Manitoulin Airport - Gore Bay,2022-06-01,04:22,10:28,2022-06-01,La Ronge Airport - La Ronge,AirAsia X
11968,St. John's International Airport - St. John's,2022-06-16,03:56,10:24,2022-06-16,Swift Current Airport - Swift Current,Jetstar Asia
11969,Fort Nelson Airport - Fort Nelson,2022-06-17,09:16,11:32,2022-06-17,Gore Bay Manitoulin Airport - Gore Bay,Air New Zealand
11970,Mont Joli Airport - Mont-Joli,2022-06-20,00:02,05:39,2022-06-20,Medicine Hat Regional Airport - Medicine Hat,Solomon Airlines
11971,London Airport - London,2022-06-22,22:39,00:20,2022-06-22,Fort St John Airport - Fort St.John,China Southern Airlines
11972,Lynn Lake Airport - Lynn Lake,2022-06-02,13:34,18:06,2022-06-02,La Ronge Airport - La Ronge,V Australia
11973,Fort St John Airport - Fort St.John,2022-06-09,15:19,17:51,2022-06-09,Churchill Airport - Churchill,Air Paradise International
11974,Victoria International Airport - Victoria,2022-06-14,06:17,09:11,2022-06-14,Churchill Airport - Churchill,Tiger Airways
11975,North Bay Jack Garland Airport - North Bay,2022-06-17,15:34,17:06,2022-06-17,Fort St John Airport - Fort St.John,Scoot Tigerair
11976,St. John's International Airport - St. John's,2022-06-28,15:36,17:33,2022-06-28,Kapuskasing Airport - Kapuskasing,Malaysia Airlines
11977,London Airport - London,2022-06-24,01:27,02:51,2022-06-24,Armstrong Airport - Armstrong,EgyptAir
11978,Swift Current Airport - Swift Current,2022-06-26,22:55,03:57,2022-06-26,Lynn Lake Airport - Lynn Lake,Lufthansa German Airlines
11979,Goose Bay Airport - Goose Bay,2022-06-07,17:08,17:28,2022-06-07,St. John's International Airport - St. John's,V Australia
11980,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-08,20:19,21:11,2022-06-08,Gore Bay Manitoulin Airport - Gore Bay,American Airlines
11981,Whale Cove Airport - Whale Cove,2022-06-11,21:15,00:00,2022-06-11,North Bay Jack Garland Airport - North Bay,Air Mauritius
11982,Fort St John Airport - Fort St.John,2022-06-05,08:40,09:56,2022-06-05,Fort Nelson Airport - Fort Nelson,Air Chathams
11983,Gore Bay Manitoulin Airport - Gore Bay,2022-06-29,05:14,11:21,2022-06-29,Taloyoak Airport - Taloyoak,Garuda Indonesia
11984,Mont Joli Airport - Mont-Joli,2022-06-08,12:56,19:23,2022-06-08,Beaver Creek Airport - Beaver Creek,Sichuan Airlines
11985,Downsview Airport - Toronto,2022-06-07,04:16,09:10,2022-06-07,Victoria International Airport - Victoria,Continental Airlines
11986,St. John's International Airport - St. John's,2022-06-26,09:24,15:41,2022-06-26,Whale Cove Airport - Whale Cove,AirAsia X
